Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Improving Self-regulation by Regulating Mind-Wandering Through the Practice of Mindfulness";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-93846-2_93";"Wai Keung David Cheung";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-93846-2_93";"Chapter"
"Improving Social Communication Disorders Through Human-Avatar Interaction";"Ambient Intelligence for Health";"";"";"";"10.1007/978-3-319-26508-7_23";"Esperanza JohnsonRamón HervásTania MondéjarJosé BravoSergio F. Ochoa";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-26508-7_23";"Chapter"
"Improving Spatial Reference in American Sign Language Animation through Data Collection from Native ASL Signers";"Universal Access in Human-Computer Interaction. Applications and Services";"";"";"";"10.1007/978-3-642-02713-0_56";"Matt Huenerfauth";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02713-0_56";"Chapter"
"Improving design-pattern identification: a new approach and an exploratory study";"Software Quality Journal";"";"18";"1";"10.1007/s11219-009-9082-y";"Yann-Gaël GuéhéneucJean-Yves Guyomarc’hHouari Sahraoui";"2010";"http://link.springer.com/article/10.1007/s11219-009-9082-y";"Article"
"Improving the representation of roles in conceptual modeling: theory, method, and evidence";"Requirements Engineering";"";"23";"4";"10.1007/s00766-017-0275-9";"Palash BeraAndrew Burton-JonesYair Wand";"2018";"http://link.springer.com/article/10.1007/s00766-017-0275-9";"Article"
"In Search of Salience: A Response-time and Eye-movement Analysis of Bookmark Recognition";"People and Computers XVIII — Design for Life";"";"";"";"10.1007/1-84628-062-1_23";"Alex PooleLinden J BallPeter Phillips";"2005";"http://link.springer.com/chapter/10.1007/1-84628-062-1_23";"Chapter"
"In the Eye of Beholder: Joint Learning of Gaze and Actions in First Person Video";"Computer Vision – ECCV 2018";"";"";"";"10.1007/978-3-030-01228-1_38";"Yin LiMiao LiuJames M. Rehg";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01228-1_38";"Chapter"
"Inclusive User Modeling and Simulation";"A Multimodal End-2-End Approach to Accessible Computing";"";"";"";"10.1007/978-1-4471-5082-4_4";"Pradipta BiswasPat Langdon";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-5082-4_4";"Chapter"
"Inclusive User Modeling and Simulation";"A Multimodal End-2-End Approach to Accessible Computing";"";"";"";"10.1007/978-1-4471-6708-2_5";"Pradipta BiswasPatrick Langdon";"2015";"http://link.springer.com/chapter/10.1007/978-1-4471-6708-2_5";"Chapter"
"Incorporating Audio Signals into Constructing a Visual Saliency Map";"Image and Video Technology";"";"";"";"10.1007/978-3-642-53842-1_40";"Jiro NakajimaAkihiro SugimotoKazuhiko Kawamoto";"2014";"http://link.springer.com/chapter/10.1007/978-3-642-53842-1_40";"Chapter"
"Incorporating Perceptual Task Effort into the Recognition of Intention in Information Graphics";"Diagrammatic Representation and Inference";"";"";"";"10.1007/978-3-540-25931-2_26";"Stephanie ElzerNancy GreenSandra CarberryJames Hoffman";"2004";"http://link.springer.com/chapter/10.1007/978-3-540-25931-2_26";"Chapter"
"Indicating Severity of Vehicle Accidents Using Pupil Diameter in a Driving Simulator Environment";"Digital Human Modeling. Applications in Health, Safety, Ergonomics, and Risk Management";"";"";"";"10.1007/978-3-319-91397-1_53";"Rui TangJung Hyup KimRebecca ParkerYoo Joo Jeong";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-91397-1_53";"Chapter"
"Indices of cognitive effort in machine translation post-editing";"Machine Translation";"";"28";"3 - 4";"10.1007/s10590-014-9156-x";"Lucas Nunes Vieira";"2014";"http://link.springer.com/article/10.1007/s10590-014-9156-x";"Article"
"Individual Differences in Working Memory Capacity and Presence in Virtual Environments";"Advances in Brain Inspired Cognitive Systems";"";"";"";"10.1007/978-3-642-31561-9_3";"Terry G. RawlinsonShulan LuPatrick Coleman";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-31561-9_3";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology";"";"";"";"10.1007/978-1-84628-609-4_18";"Andrew Duchowski BSc,PhD";"2007";"http://link.springer.com/chapter/10.1007/978-1-84628-609-4_18";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology";"";"";"";"10.1007/978-3-319-57883-5_22";"Andrew T. Duchowski";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57883-5_22";"Chapter"
"Industrial Engineering and Human Factors";"Eye Tracking Methodology: Theory and Practice";"";"";"";"10.1007/978-1-4471-3750-4_12";"Andrew T. Duchowski";"2003";"http://link.springer.com/chapter/10.1007/978-1-4471-3750-4_12";"Chapter"
"Inferring Learning from Gaze Data during Interaction with an Environment to Support Self-Regulated Learning";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-642-39112-5_24";"Daria BondarevaCristina ConatiReza Feyzi-BehnaghJason M. HarleyRoger AzevedoFrançois Bouchet";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39112-5_24";"Chapter"
"Inferring User Preference in Good Abandonment from Eye Movements";"Web-Age Information Management";"";"";"";"10.1007/978-3-319-21042-1_40";"Wanxuan LuYunde Jia";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-21042-1_40";"Chapter"
"Infinite trees, markings and well foundedness";"CAAP '86";"";"";"";"10.1007/BFb0022672";"Ran RinatNissim FrancezOrna Grumberg";"1986";"http://link.springer.com/chapter/10.1007/BFb0022672";"Chapter"
"Influence of information overload on operator’s user experience of human–machine interface in LED manufacturing systems";"Cognition, Technology & Work";"";"18";"1";"10.1007/s10111-015-0352-0";"Lei WuZhijuan ZhuHuai CaoBin Li";"2016";"http://link.springer.com/article/10.1007/s10111-015-0352-0";"Article"
"Information Seekers’ Visual Focus during Time Constraint Document Triage";"Theory and Practice of Digital Libraries";"";"";"";"10.1007/978-3-642-33290-6_3";"Fernando Loizides";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-33290-6_3";"Chapter"
"Information State Based Multimodal Dialogue Management: Estimating Conversational Engagement from Gaze Information";"Intelligent Virtual Agents";"";"";"";"10.1007/978-3-642-04380-2_77";"Yukiko NakanoYuji Yamaoka";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-04380-2_77";"Chapter"
"Informative or Misleading? Heatmaps Deconstructed";"Human-Computer Interaction. New Trends";"";"";"";"10.1007/978-3-642-02574-7_4";"Agnieszka (Aga) Bojko";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02574-7_4";"Chapter"
"Integrating Blink Click interaction into a head tracking system: implementation and usability issues";"Universal Access in the Information Society";"";"14";"2";"10.1007/s10209-013-0343-y";"Luka KrapicKristijan LenacSandi Ljubic";"2015";"http://link.springer.com/article/10.1007/s10209-013-0343-y";"Article"
"Integrating Computer Graphics and Computer Vision for Industrial Applications";"Visual Computing";"";"";"";"10.1007/978-4-431-68204-2_53";"José L. EncarnaçãoMarkus GroßG. Rainer HofmannWolfgang Hübner";"1992";"http://link.springer.com/chapter/10.1007/978-4-431-68204-2_53";"Chapter"
"Integrating Multimodal Learning Analytics and Inclusive Learning Support Systems for People of All Ages";"Cross-Cultural Design. Culture and Society";"";"";"";"10.1007/978-3-030-22580-3_35";"Kaori TamuraMin LuShin’ichi KonomiKohei HatanoMiyuki InabaMisato OiTsuyoshi OkamotoFumiya OkuboAtsushi ShimadaJingyun WangMasanori YamadaYuki Yamada";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-22580-3_35";"Chapter"
"Integrating Treebank Annotation and User Activity in Translation Research";"Linked Data in Linguistics";"";"";"";"10.1007/978-3-642-28249-2_8";"Michael CarlHenrik Høeg Müller";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-28249-2_8";"Chapter"
"Integrating perceptual level of detail with head-pose estimation and its uncertainty";"Machine Vision and Applications";"";"21";"1";"10.1007/s00138-008-0142-2";"Javier E. MartinezAli ErolGeorge BebisRichard BoyleXander Twombly";"2008";"http://link.springer.com/article/10.1007/s00138-008-0142-2";"Article"
"Intelligent Interfaces to Empower People with Disabilities";"Handbook of Ambient Intelligence and Smart Environments";"";"";"";"10.1007/978-0-387-93808-0_15";"Margrit Betke";"2010";"http://link.springer.com/chapter/10.1007/978-0-387-93808-0_15";"Chapter"
"Intelligent Multimodal User Interface";"Intelligent Systems and Soft Computing";"";"";"";"10.1007/10720181_11";"Kwok Ching TsuiBehnam Azvine";"2000";"http://link.springer.com/chapter/10.1007/10720181_11";"Chapter"
"Intelligent Tutoring Systems Measuring Student’s Effort During Assessment";"Advances in Artificial Intelligence";"";"";"";"10.1007/978-3-642-38457-8_37";"Peter Lach";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-38457-8_37";"Chapter"
"Intensity contrast masks for gender classification";"Multimedia Tools and Applications";"";"75";"11";"10.1007/s11042-015-2599-0";"Zhi-Fang YangYing-Ti Liao";"2016";"http://link.springer.com/article/10.1007/s11042-015-2599-0";"Article"
"Interacting with the Computer Using Gaze Gestures";"Human-Computer Interaction – INTERACT 2007";"";"";"";"10.1007/978-3-540-74800-7_43";"Heiko DrewesAlbrecht Schmidt";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-74800-7_43";"Chapter"
"Interaction Techniques for Users with Severe Motor-Impairment";"A Multimodal End-2-End Approach to Accessible Computing";"";"";"";"10.1007/978-1-4471-5082-4_6";"Pradipta BiswasRohan JoshiSubhagata ChattopadhyayU. Rajendra AcharyaTeik-Cheng Lim";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-5082-4_6";"Chapter"
"Interaction Techniques for Users with Severe Motor-Impairment";"A Multimodal End-2-End Approach to Accessible Computing";"";"";"";"10.1007/978-1-4471-6708-2_7";"Pradipta BiswasRohan JoshiSubhagata ChattopadhyayU. Rajendra AcharyaTeik-Cheng Lim";"2015";"http://link.springer.com/chapter/10.1007/978-1-4471-6708-2_7";"Chapter"
"Interaction for Immersive Analytics";"Immersive Analytics";"";"";"";"10.1007/978-3-030-01388-2_4";"Wolfgang BüschelJian ChenRaimund DachseltSteven DruckerTim DwyerCarsten GörgTobias IsenbergAndreas KerrenChris NorthWolfgang Stuerzlinger";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-01388-2_4";"Chapter"
"Interactions between human–human multi-threaded dialogues and driving";"Personal and Ubiquitous Computing";"";"17";"5";"10.1007/s00779-012-0518-1";"Andrew L. KunAlexander ShyrokovPeter A. Heeman";"2013";"http://link.springer.com/article/10.1007/s00779-012-0518-1";"Article"
"Interactive Screening for Learning Difficulties: Analyzing Visual Patterns of Reading Arabic Scripts with Eye Tracking";"HCI International 2013 - Posters’ Extended Abstracts";"";"";"";"10.1007/978-3-642-39476-8_1";"Arwa Al-EdailyAreej Al-WabilYousef Al-Ohali";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39476-8_1";"Chapter"
"Interactive Video Advertising: A Multimodal Affective Approach";"Advances in Multimedia Modeling";"";"";"";"10.1007/978-3-642-35725-1_10";"Karthik YadatiHarish KattiMohan Kankanhalli";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-35725-1_10";"Chapter"
"Interactive frames constructed in Second Life meetings: a study in educational and professional settings";"Cognition, Technology & Work";"";"15";"4";"10.1007/s10111-012-0230-y";"Françoise DétienneBéatrice CahourMarie-Christine LegoutBernard GourvennecMarc RelieuGilles Coppin";"2013";"http://link.springer.com/article/10.1007/s10111-012-0230-y";"Article"
"Interactive testbed for research in autism—the SARA project";"Universal Access in the Information Society";"";"17";"1";"10.1007/s10209-016-0521-9";"Diana ArellanoReinhold RauhBenjamin KrautheimMarc SpickerUlrich Max SchallerVolker HelzleOliver Deussen";"2018";"http://link.springer.com/article/10.1007/s10209-016-0521-9";"Article"
"Interface Design and Pilot Attention Distribution Whilst Pursuing a Dynamic Target";"Engineering Psychology and Cognitive Ergonomics";"";"";"";"10.1007/978-3-319-20373-7_39";"Wen-Chin LiChung-san YuGraham BraithwaiteMatthew Greaves";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20373-7_39";"Chapter"
"Internal Validity in Experiments for Typefaces for People with Dyslexia";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-319-41267-2_47";"Trenton Schulz";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-41267-2_47";"Chapter"
"Introducing Gamification to Cleaning and Housekeeping Work";"Collaboration Technologies and Social Computing";"";"";"";"10.1007/978-3-319-63088-5_16";"Satoshi Ichimura";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-63088-5_16";"Chapter"
"Introduction and Overview";"New Directions in Empirical Translation Process Research";"";"";"";"10.1007/978-3-319-20358-4_1";"Michael CarlSrinivas BangaloreMoritz Schaeffer";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-20358-4_1";"Chapter"
"Introduction to special issue on post-editing";"Machine Translation";"";"28";"3 - 4";"10.1007/s10590-014-9166-8";"Sharon O’BrienMichel Simard";"2014";"http://link.springer.com/article/10.1007/s10590-014-9166-8";"Article"
"Introduction to the special issue on software maintenance and evolution research";"Empirical Software Engineering";"";"20";"5";"10.1007/s10664-015-9398-0";"Yann-Gaël GuéhéneucTom Mens";"2015";"http://link.springer.com/article/10.1007/s10664-015-9398-0";"Article"
"Introduction";"Cognitively Inspired Natural Language Processing";"";"";"";"10.1007/978-981-13-1516-9_1";"Abhijit MishraPushpak Bhattacharyya";"2018";"http://link.springer.com/chapter/10.1007/978-981-13-1516-9_1";"Chapter"
"Introduction";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_1";"Yukiko I. Nakano";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_1";"Chapter"
"Introduction";"Hierarchical Perceptual Grouping for Object Recognition";"";"";"";"10.1007/978-3-030-04040-6_1";"Eckart MichaelsenJochen Meidow";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-04040-6_1";"Chapter"
"Introduction";"Integrating Business Process Models and Rules";"";"";"";"10.1007/978-3-030-11809-9_1";"Wei Wang";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-11809-9_1";"Chapter"
"Introduction";"Multimedia";"";"";"";"10.1007/978-3-642-77331-0_1";"Lars Kjelldahl";"1992";"http://link.springer.com/chapter/10.1007/978-3-642-77331-0_1";"Chapter"
"Introduction";"Robust Multimodal Cognitive Load Measurement";"";"";"";"10.1007/978-3-319-31700-7_1";"Fang ChenJianlong ZhouYang WangKun YuSyed Z. ArshadAhmad KhawajiDan Conway";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-31700-7_1";"Chapter"
"Introduction";"The Ergonomics of Computer Pointing Devices";"";"";"";"10.1007/978-1-4471-0917-4_1";"Sarah A. Douglas AB, MS, PhDAnant Kartik Mithal BTech, MS, PhD";"1997";"http://link.springer.com/chapter/10.1007/978-1-4471-0917-4_1";"Chapter"
"Introduction";"Visual Computing";"";"";"";"10.1007/978-3-642-85023-3_1";"Markus Groß";"1994";"http://link.springer.com/chapter/10.1007/978-3-642-85023-3_1";"Chapter"
"Inverse discounted-based LQR algorithm for learning human movement behaviors";"Applied Intelligence";"";"49";"4";"10.1007/s10489-018-1331-y";"Haitham El-HussienyJee-Hwan Ryu";"2019";"http://link.springer.com/article/10.1007/s10489-018-1331-y";"Article"
"Investigating Children’s Immersion in a High-Embodied Versus Low-Embodied Digital Learning Game in an Authentic Educational Setting";"Immersive Learning Research Network";"";"";"";"10.1007/978-3-030-23089-0_17";"Yiannis GeorgiouAndri IoannouMarianna Ioannou";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23089-0_17";"Chapter"
"Investigating Eye Movements in Natural Language and C++ Source Code - A Replication Experiment";"Augmented Cognition. Neurocognition and Machine Learning";"";"";"";"10.1007/978-3-319-58628-1_17";"Patrick PeachockNicholas IovinoBonita Sharif";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58628-1_17";"Chapter"
"Investigating Translator-Information Interaction: A Case Study on the Use of the Prototype Biconcordancer Tool Integrated in CASMACAT";"New Directions in Empirical Translation Process Research";"";"";"";"10.1007/978-3-319-20358-4_7";"Julián Zapata";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-20358-4_7";"Chapter"
"Investigating driver gaze behavior during lane changes using two visual cues: ambient light and focal icons";"Journal on Multimodal User Interfaces";"";"13";"2";"10.1007/s12193-019-00299-7";"Andreas LöckenFei YanWilko HeutenSusanne Boll";"2019";"http://link.springer.com/article/10.1007/s12193-019-00299-7";"Article"
"Investigating exploratory search activities based on the stratagem level in digital libraries";"International Journal on Digital Libraries";"";"19";"2 - 3";"10.1007/s00799-017-0226-6";"Zeljko CarevicMaria LuskyWilko van HoekPhilipp Mayr";"2018";"http://link.springer.com/article/10.1007/s00799-017-0226-6";"Article"
"Investigating shared attention with a virtual agent using a gaze-based interface";"Journal on Multimodal User Interfaces";"";"3";"1 - 2";"10.1007/s12193-009-0029-1";"Christopher PetersStylianos AsteriadisKostas Karpouzis";"2010";"http://link.springer.com/article/10.1007/s12193-009-0029-1";"Article"
"Investigating the Accessibility of Program Selection Menus of a Digital TV Interface";"Human-Computer Interaction. Users and Applications";"";"";"";"10.1007/978-3-642-21619-0_52";"Pradipta BiswasPatrick Langdon";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21619-0_52";"Chapter"
"Investigating the Animation of Application Permission Dialogs: A Case Study of Facebook";"Data Privacy Management and Security Assurance";"";"";"";"10.1007/978-3-319-47072-6_10";"Yousra JavedMohamed Shehab";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-47072-6_10";"Chapter"
"Investigating the Influence of Emotion in Air Traffic Controller Tasks: Pretest Evaluation";"Engineering Psychology and Cognitive Ergonomics: Performance, Emotion and Situation Awareness";"";"";"";"10.1007/978-3-319-58472-0_18";"Martina TruschzinskiGeorg ValtinNicholas H. Müller";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58472-0_18";"Chapter"
"Investigating the Process of Process Modeling with Eye Movement Analysis";"Business Process Management Workshops";"";"";"";"10.1007/978-3-642-36285-9_46";"Jakob PinggeraMarco FurtnerMarkus MartiniPierre SachseKatharina ReiterStefan ZugalBarbara Weber";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-36285-9_46";"Chapter"
"Investigating the Utility of Eye-Tracking Information on Affect and Reasoning for User Modeling";"User Modeling, Adaptation, and Personalization";"";"";"";"10.1007/978-3-642-02247-0_15";"Kasia MuldnerRobert ChristophersonRobert AtkinsonWinslow Burleson";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-02247-0_15";"Chapter"
"Investigating the relation between lexical smells and change- and fault-proneness: an empirical study";"Software Quality Journal";"";"25";"3";"10.1007/s11219-016-9318-6";"Latifa GuerroujZeinab KermansaraviVenera ArnaoudovaBenjamin C. M. FungFoutse KhomhGiuliano AntoniolYann-Gaël Guéhéneuc";"2017";"http://link.springer.com/article/10.1007/s11219-016-9318-6";"Article"
"Investigation of Partial Directed Coherence for Hand-Eye Coordination in Laparoscopic Training";"Medical Imaging and Augmented Reality";"";"";"";"10.1007/978-3-540-79982-5_30";"Julian J. H. LeongLouis AtallahGeorge P. MylonasDaniel R. LeffRoger J. EmeryAra W. DarziGuang-Zhong Yang";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-79982-5_30";"Chapter"
"Investigation of Speech-Planning Mechanism Based on Eye Movement";"Studies on Speech Production";"";"";"";"10.1007/978-3-030-00126-1_16";"Jinfeng HuangDi ZhouJianwu Dang";"2018";"http://link.springer.com/chapter/10.1007/978-3-030-00126-1_16";"Chapter"
"Invisible Shadow for Navigation and Planning in Minimal Invasive Surgery";"Medical Image Computing and Computer-Assisted Intervention – MICCAI 2005";"";"";"";"10.1007/11566489_4";"Marios NicolaouAdam JamesBenny P. L. LoAra DarziGuang-Zhong Yang";"2005";"http://link.springer.com/chapter/10.1007/11566489_4";"Chapter"
"Iris Liveness Detection by Modeling Dynamic Pupil Features";"Handbook of Iris Recognition";"";"";"";"10.1007/978-1-4471-6784-6_19";"Adam Czajka";"2016";"http://link.springer.com/chapter/10.1007/978-1-4471-6784-6_19";"Chapter"
"Is It in Your Eyes? Explorations in Using Gaze Cues for Remote Collaboration";"Collaboration Meets Interactive Spaces";"";"";"";"10.1007/978-3-319-45853-3_9";"Mark BillinghurstKunal GuptaMasai KatsutoshiYoungho LeeGun LeeKai KunzeMaki Sugimoto";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-45853-3_9";"Chapter"
"LAB-IN-A-BOX: semi-automatic tracking of activity in the medical office";"Personal and Ubiquitous Computing";"";"19";"2";"10.1007/s00779-014-0821-0";"Nadir WeibelSteven RickColleen EmmeneggerShazia AshfaqAlan CalvittiZia Agha";"2015";"http://link.springer.com/article/10.1007/s00779-014-0821-0";"Article"
"LECTOR: Towards Reengaging Students in the Educational Process Inside Smart Classrooms";"Intelligent Human Computer Interaction";"";"";"";"10.1007/978-3-319-72038-8_11";"Maria KoroziAsterios LeonidisMargherita AntonaConstantine Stephanidis";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-72038-8_11";"Chapter"
"Language, Vision & Music: Workshop Report on The Eighth International Workshop on the Cognitive Science of Natural Language Processing (CSNLP-8) National University of Ireland, Galway (NUI Galway), Galway, Ireland Monday 9th–:Wednesday 11th August, 1999";"Artificial Intelligence Review";"";"14";"6";"10.1023/A:1006785803977";"Paul Mc KevittConn MulvihillSeán Ó Nualláin";"2000";"http://link.springer.com/article/10.1023/A%3A1006785803977";"Article"
"Large Population Size IGAs with Individuals’ Fitness Not Assigned by User";"Advanced Intelligent Computing Theories and Applications. With Aspects of Artificial Intelligence";"";"";"";"10.1007/978-3-540-85984-0_33";"Jie YuanDunwei Gong";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-85984-0_33";"Chapter"
"Latency Differences Between Mental Workload Measures in Detecting Workload Changes";"Human Mental Workload: Models and Applications";"";"";"";"10.1007/978-3-030-14273-5_8";"Enrique Muñoz-de-EscalonaJosé Juan Cañas";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-14273-5_8";"Chapter"
"Lean Software Development in Action";"Lean Software Development in Action";"";"";"";"10.1007/978-3-642-00503-9_11";"Andrea JanesGiancarlo Succi";"2014";"http://link.springer.com/chapter/10.1007/978-3-642-00503-9_11";"Chapter"
"Learning Advanced Post-editing";"New Directions in Empirical Translation Process Research";"";"";"";"10.1007/978-3-319-20358-4_5";"Vicent AlabauMichael CarlFrancisco CasacubertaMercedes García MartínezJesús González-RubioBartolomé Mesa-LaoDaniel Ortiz-MartínezMoritz SchaefferGermán Sanchis-Trilles";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-20358-4_5";"Chapter"
"Learning Styles Diagnosis Based on User Interface Behaviors for the Customization of Learning Interfaces in an Intelligent Tutoring System";"Intelligent Tutoring Systems";"";"";"";"10.1007/11774303_51";"Hyun Jin ChaYong Se KimSeon Hee ParkTae Bok YoonYoung Mo JungJee-Hyong Lee";"2006";"http://link.springer.com/chapter/10.1007/11774303_51";"Chapter"
"Learning gaze typing: what are the obstacles and what progress to expect?";"Universal Access in the Information Society";"";"8";"4";"10.1007/s10209-009-0152-5";"Hirotaka AokiJohn Paulin HansenKenji Itoh";"2009";"http://link.springer.com/article/10.1007/s10209-009-0152-5";"Article"
"Learning multimodal behavioral models for face-to-face social interaction";"Journal on Multimodal User Interfaces";"";"9";"3";"10.1007/s12193-015-0190-7";"Alaeddine MihoubGérard BaillyChristian WolfFrédéric Elisei";"2015";"http://link.springer.com/article/10.1007/s12193-015-0190-7";"Article"
"Leveraging Neurodata to Support Web User Behavior Analysis";"Wisdom Web of Things";"";"";"";"10.1007/978-3-319-44198-6_8";"Pablo LoyolaEnzo BrunettiGustavo MartinezJuan D. VelásquezPedro Maldonado";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-44198-6_8";"Chapter"
"Life in the Fast Lane: Effect of Language and Calibration Accuracy on the Speed of Text Entry by Gaze";"Human-Computer Interaction – INTERACT 2015";"";"";"";"10.1007/978-3-319-22701-6_30";"Kari-Jouko Räihä";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-22701-6_30";"Chapter"
"Linking Indices of Tonic Alertness: Resting-State Pupil Dilation and Cingulo-Opercular Neural Activity";"Foundations of Augmented Cognition: Neuroergonomics and Operational Neuroscience";"";"";"";"10.1007/978-3-319-39955-3_21";"Stefanie E. KuchinskyNick B. PandžaHenk J. Haarmann";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39955-3_21";"Chapter"
"Living Lab Concept Validation Experiment to Experience COOLTURA in the Cité Des Science et de L’Industrie";"Universal Access in Human-Computer Interaction. Access to the Human Environment and Culture";"";"";"";"10.1007/978-3-319-20687-5_5";"Silvia de los RiosMaria Fernanda Cabrera-UmpierrezMaria Teresa ArredondoMiguel ParamoCharles TijusElhadi DjebbariFederico MussanoRoberto Santoro";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20687-5_5";"Chapter"
"Localizing the Gaze Target of a Crowd of People";"Computer Vision – ACCV 2018 Workshops";"";"";"";"10.1007/978-3-030-21074-8_2";"Yuki KodamaYasutomo KawanishiTakatsugu HirayamaDaisuke DeguchiIchiro IdeHiroshi MuraseHidehisa NaganoKunio Kashino";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-21074-8_2";"Chapter"
"Log Who’s Playing: Psychophysiological Game Analysis Made Easy through Event Logging";"Fun and Games";"";"";"";"10.1007/978-3-540-88322-7_15";"Lennart NackeCraig LindleySophie Stellmach";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-88322-7_15";"Chapter"
"Log-Based Personalization Tool as an Assistive Technology";"Human-Computer Interaction. Theories, Methods, and Tools";"";"";"";"10.1007/978-3-319-07233-3_40";"Vagner Figueredo SantanaMaria Cecília Calani Baranauskas";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07233-3_40";"Chapter"
"Logical structure analysis by typographic characteristics extraction";"Image Analysis and Processing";"";"";"";"10.1007/3-540-63508-4_178";"Duffy LaurenceLebourgeois FrankEmptoz Hubert";"1997";"http://link.springer.com/chapter/10.1007/3-540-63508-4_178";"Chapter"
"Look but Don’t Stare: Mutual Gaze Interaction in Social Robots";"Social Robotics";"";"";"";"10.1007/978-3-319-70022-9_55";"Yanxia ZhangJonas BeskowHedvig Kjellström";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-70022-9_55";"Chapter"
"Look together: using gaze for assisting co-located collaborative search";"Personal and Ubiquitous Computing";"";"21";"1";"10.1007/s00779-016-0969-x";"Yanxia ZhangKen PfeufferMing Ki ChongJason AlexanderAndreas BullingHans Gellersen";"2017";"http://link.springer.com/article/10.1007/s00779-016-0969-x";"Article"
"Looking THROUGH versus Looking AT: A Strong Concept in Technology Enhanced Learning";"Data Driven Approaches in Digital Education";"";"";"";"10.1007/978-3-319-66610-5_18";"Kshitij SharmaHamed S. AlaviPatrick JermannPierre Dillenbourg";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-66610-5_18";"Chapter"
"Low–Cost Eye–Trackers: Useful for Information Systems Research?";"Advanced Information Systems Engineering Workshops";"";"";"";"10.1007/978-3-319-07869-4_14";"Stefan ZugalJakob Pinggera";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07869-4_14";"Chapter"
"M-Commerce Usability: An Explorative Study on Turkish Private Shopping Apps and Mobile Sites";"Design, User Experience, and Usability. Web, Mobile, and Product Design";"";"";"";"10.1007/978-3-642-39253-5_69";"Özgürol ÖztürkKerem Rızvanoğlu";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39253-5_69";"Chapter"
