Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
"Semantic content of motorcycle riders’ eye fixations during lane-splitting";"Cognition, Technology & Work";"";"";"";"10.1007/s10111-019-00572-5";"Vassilis PapakostopoulosDimitris NathanaelLoizos Psarakis";"2019";"http://link.springer.com/article/10.1007/s10111-019-00572-5";"Article"
"Communication via eye blinks and eyebrow raises: video-based human-computer interfaces";"Universal Access in the Information Society";"";"2";"4";"10.1007/s10209-003-0062-x";"K. GraumanM. BetkeJ. LombardiJ. GipsG.R. Bradski";"2003";"http://link.springer.com/article/10.1007/s10209-003-0062-x";"Article"
"Effect of Parameter Tuning at Distinguishing Between Real and Posed Smiles from Observers’ Physiological Features";"Neural Information Processing";"";"";"";"10.1007/978-3-319-70093-9_89";"Md Zakir HossainTom Gedeon";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-70093-9_89";"Chapter"
"Quantifying the Effects of Temperature and Noise on Attention-Level Using EDA and EEG Sensors";"Health Information Science";"";"";"";"10.1007/978-3-030-32962-4_23";"Zhengrui XueLuning YangPrapa RattadilokShanshan LiLongyue Gao";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-32962-4_23";"Chapter"
"Gaze interaction with virtual on-line communities: levelling the playing field for disabled users";"Universal Access in the Information Society";"";"9";"3";"10.1007/s10209-009-0173-0";"R. BatesS. VickersH. O. Istance";"2010";"http://link.springer.com/article/10.1007/s10209-009-0173-0";"Article"
"Gaze- and Speech-Enhanced Content-Based Image Retrieval in Image Tagging";"Artificial Neural Networks and Machine Learning – ICANN 2011";"";"";"";"10.1007/978-3-642-21738-8_48";"He ZhangTeemu RuokolainenJorma LaaksonenChristina HochleitnerRudolf Traunmüller";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-21738-8_48";"Chapter"
"Measurements of Antisaccades Parameters Can Improve the Prediction of Parkinson’s Disease Progression";"Intelligent Information and Database Systems";"";"";"";"10.1007/978-3-030-14802-7_52";"Albert SledzianowskiArtur SzymanskiAldona DrabikStanisław SzlufikDariusz M. KoziorowskiAndrzej W. Przybyszewski";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-14802-7_52";"Chapter"
"Shoulder-surfing-proof graphical password authentication scheme";"International Journal of Information Security";"";"13";"3";"10.1007/s10207-013-0216-7";"Tzong-Sun WuMing-Lun LeeHan-Yu LinChao-Yuan Wang";"2014";"http://link.springer.com/article/10.1007/s10207-013-0216-7";"Article"
"Eyes on OSH – Usability Testing with Eye-Tracking and User Preference Rating";"Advances in Visual Informatics";"";"";"";"10.1007/978-3-319-02958-0_30";"Norfarhana AbdollahSoo Shi TzuaanAshok Sivaji";"2013";"http://link.springer.com/chapter/10.1007/978-3-319-02958-0_30";"Chapter"
"The User’s Performance Study for Different Layouts of Car’s Dashboards";"Cross-Cultural Design";"";"";"";"10.1007/978-3-319-57931-3_57";"Linghua RanXin ZhangHuimin HuChaoyi ZhaoTaijie Liu";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57931-3_57";"Chapter"
"Games, Assessment and Rehabilitation: When Serious Games Support Cognitive Development in Children with Cerebral Visual Impairment";"Smart Objects and Technologies for Social Good";"";"";"";"10.1007/978-3-319-76111-4_7";"Matteo CimanOmbretta GaggiTeresa Maria SgaramellaLaura NotaMargherita Bortoluzzi";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-76111-4_7";"Chapter"
"A review and reappraisal of information technologies within a conceptual framework for individuals with disabilities";"Universal Access in the Information Society";"";"1";"1";"10.1007/s102090100003";"Julie A. JackoHolly S. Vitense";"2001";"http://link.springer.com/article/10.1007/s102090100003";"Article"
"Interactions between human–human multi-threaded dialogues and driving";"Personal and Ubiquitous Computing";"";"17";"5";"10.1007/s00779-012-0518-1";"Andrew L. KunAlexander ShyrokovPeter A. Heeman";"2013";"http://link.springer.com/article/10.1007/s00779-012-0518-1";"Article"
"Collaborative Gaze Cues and Replay for Deaf and Hard of Hearing Students";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-319-08599-9_63";"Raja KushalnagarPoorna Kushalnagar";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-08599-9_63";"Chapter"
"Applicability of No-Hands Computer Input Devices for the Certificates for Microsoft Office Software";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-540-70540-6_176";"Wonsuk ChoiDongwoo LeeJongwhoa Na";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-70540-6_176";"Chapter"
"Some Transportation Problems Under Uncertain Environments";"Transactions on Rough Sets XIX";"";"";"";"10.1007/978-3-662-47815-8_10";"Pradip Kundu";"2015";"http://link.springer.com/chapter/10.1007/978-3-662-47815-8_10";"Chapter"
"Situation awareness based on eye movements in relation to the task environment";"Cognition, Technology & Work";"";"21";"1";"10.1007/s10111-018-0527-6";"J. C. F. de WinterY. B. EismaC. D. D. CabrallP. A. HancockN. A. Stanton";"2019";"http://link.springer.com/article/10.1007/s10111-018-0527-6";"Article"
"Eye-Controlled Games for Behavioral Therapy of Attention Deficit Disorders";"HCI International 2013 - Posters’ Extended Abstracts";"";"";"";"10.1007/978-3-642-39473-7_114";"Ashwag Al-ShathriAreej Al-WabilYousef Al-Ohali";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39473-7_114";"Chapter"
"An Empirical Investigation of Gaze Selection in Mid-Air Gestural 3D Manipulation";"Human-Computer Interaction – INTERACT 2015";"";"";"";"10.1007/978-3-319-22668-2_25";"Eduardo VellosoJayson TurnerJason AlexanderAndreas BullingHans Gellersen";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-22668-2_25";"Chapter"
"ExCuSe: Robust Pupil Detection in Real-World Scenarios";"Computer Analysis of Images and Patterns";"";"";"";"10.1007/978-3-319-23192-1_4";"Wolfgang FuhlThomas KüblerKatrin SippelWolfgang RosenstielEnkelejda Kasneci";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-23192-1_4";"Chapter"
"Some Web Intelligence Oriented Brain Informatics Studies";"Brain Informatics";"";"";"";"10.1007/978-3-642-04954-5_11";"Yulin Qin";"2009";"http://link.springer.com/chapter/10.1007/978-3-642-04954-5_11";"Chapter"
"Examining Gaze Behaviors and Metacognitive Judgments of Informational Text Within Game-Based Learning Environments";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-030-23204-7_11";"Daryn A. DeverRoger Azevedo";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-23204-7_11";"Chapter"
"Speech Technology in Military Application";"Designing Human Interface in Speech Technology";"";"";"";"10.1007/0-387-24156-6_9";"";"2006";"http://link.springer.com/chapter/10.1007/0-387-24156-6_9";"Chapter"
"Attentive Systems: A Survey";"International Journal of Computer Vision";"";"126";"1";"10.1007/s11263-017-1042-6";"Tam V. NguyenQi ZhaoShuicheng Yan";"2018";"http://link.springer.com/article/10.1007/s11263-017-1042-6";"Article"
"Principles of transparency for autonomous vehicles: first results of an experiment with an augmented reality human–machine interface";"Cognition, Technology & Work";"";"";"";"10.1007/s10111-019-00552-9";"Raissa PokamSerge DebernardChristine ChauvinSabine Langlois";"2019";"http://link.springer.com/article/10.1007/s10111-019-00552-9";"Article"
"Eye Movement Analysis During Visual Exploration of Graphical Interfaces";"Visual Attention Mechanisms";"";"";"";"10.1007/978-1-4615-0111-4_13";"Daniela ZambarbieriCarlo RobinoStefano Ramat";"2002";"http://link.springer.com/chapter/10.1007/978-1-4615-0111-4_13";"Chapter"
"Identification of human implicit visual search intention based on eye movement and pupillary analysis";"User Modeling and User-Adapted Interaction";"";"24";"4";"10.1007/s11257-013-9142-7";"Young-Min JangRammohan MallipeddiMinho Lee";"2014";"http://link.springer.com/article/10.1007/s11257-013-9142-7";"Article"
"A3D: A Device for Studying Gaze in 3D";"Computer Vision – ECCV 2016 Workshops";"";"";"";"10.1007/978-3-319-46604-0_41";"Mahmoud QodseyaMarta SanzariValsamis NtouskosFiora Pirri";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-46604-0_41";"Chapter"
"Cyber-Physical Systems for Knowledge and Expertise Sharing in Manufacturing Contexts: Towards a Model Enabling Design";"Computer Supported Cooperative Work (CSCW)";"";"28";"3 - 4";"10.1007/s10606-019-09355-y";"Sven HoffmannAparecido Fabiano Pinatti de CarvalhoDarwin AbeleMarcus SchweitzerPeter TolmieVolker Wulf";"2019";"http://link.springer.com/article/10.1007/s10606-019-09355-y";"Article"
"Survey on Applications of Multimedia Technology to Examine Impact of Roadside Advertising on Drivers";"Multimedia Communications, Services and Security";"";"";"";"10.1007/978-3-319-26404-2_12";"Andrzej CzyżewskiAdam KorzeniewskiPiotr OdyaPiotr SzczukoBożena Kostek";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-26404-2_12";"Chapter"
"An Eye Tracking Study of How Pictures Influence Online Reading";"Human-Computer Interaction – INTERACT 2007";"";"";"";"10.1007/978-3-540-74800-7_41";"David BeymerPeter Z. OrtonDaniel M. Russell";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-74800-7_41";"Chapter"
"Does Web Design Matter? Examining Older Adults’ Attention to Cognitive and Affective Illustrations on Cancer-Related Websites through Eye Tracking";"Universal Access in Human-Computer Interaction. Aging and Assistive Environments";"";"";"";"10.1007/978-3-319-07446-7_2";"Nadine BolJennifer C. Romano BergstromEllen M. A. SmetsEugène F. LoosJonathan StrohlJulia C. M. van Weert";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07446-7_2";"Chapter"
"The PROMISE Project — Providing Multi-Media Interfaces for Process Control";"Wissensbasierte Systeme";"";"";"";"10.1007/978-3-642-75182-0_45";"J. L. Alty";"1989";"http://link.springer.com/chapter/10.1007/978-3-642-75182-0_45";"Chapter"
"Towards an Interactive Screening Program for Developmental Dyslexia: Eye Movement Analysis in Reading Arabic Texts";"Computers Helping People with Special Needs";"";"";"";"10.1007/978-3-642-14100-3_5";"Areej Al-WabilMaha Al-Sheaha";"2010";"http://link.springer.com/chapter/10.1007/978-3-642-14100-3_5";"Chapter"
"The Effectiveness of Pedagogical Agents’ Prompting and Feedback in Facilitating Co-adapted Learning with MetaTutor";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-642-30950-2_27";"Roger AzevedoRonald S. LandisReza Feyzi-BehnaghMelissa DuffyGregory TrevorsJason M. HarleyFrançois BouchetJonathan BurlisonMichelle TaubNicole PacamparaMohamed YeasinA. K. M. Mahbubur RahmanM. Iftekhar TanveerGahangir Hossain";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-30950-2_27";"Chapter"
"Inverse discounted-based LQR algorithm for learning human movement behaviors";"Applied Intelligence";"";"49";"4";"10.1007/s10489-018-1331-y";"Haitham El-HussienyJee-Hwan Ryu";"2019";"http://link.springer.com/article/10.1007/s10489-018-1331-y";"Article"
"Understanding Student Success in Chemistry Using Gaze Tracking and Pupillometry";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-19773-9_36";"Joshua PetersonZachary PardosMartina RauAnna SwigartColin GerberJonathan McKinsey";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-19773-9_36";"Chapter"
"Exogenous and Endogenous Based Spatial Attention Analysis for Human Implicit Intention Understanding";"Neural Information Processing";"";"";"";"10.1007/978-3-642-42054-2_18";"Young-Min JangRammohan MallipeddiMinho Lee";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-42054-2_18";"Chapter"
"Understanding Human Behaviors Based on Eye-Head-Hand Coordination";"Biologically Motivated Computer Vision";"";"";"";"10.1007/3-540-36181-2_61";"Chen YuDana H. Ballard";"2002";"http://link.springer.com/chapter/10.1007/3-540-36181-2_61";"Chapter"
"Towards an Understanding of the Formation and Retention of Trust in Cloud Computing: A Research Agenda, Proposed Research Methods and Preliminary Results";"Trust, Privacy, and Security in Digital Business";"";"";"";"10.1007/978-3-319-09770-1_8";"Marc WalterbuschFrank Teuteberg";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-09770-1_8";"Chapter"
"Understanding Author Intentions: Test Driven Knowledge Graph Construction";"Reasoning Web: Logical Foundation of Knowledge Graph Construction and Query Answering";"";"";"";"10.1007/978-3-319-49493-7_1";"Jeff Z. PanNico MatentzogluCaroline JayMarkel VigoYuting Zhao";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-49493-7_1";"Chapter"
"Conciliating Model-Driven Engineering with Technical Debt Using a Quality Framework";"Information Systems Engineering in Complex Environments";"";"";"";"10.1007/978-3-319-19270-3_13";"Fáber D. GiraldoSergio EspañaManuel A. PinedaWilliam J. GiraldoOscar Pastor";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-19270-3_13";"Chapter"
"Using BCI2000 for HCI-Centered BCI Research";"Brain-Computer Interfaces";"";"";"";"10.1007/978-1-84996-272-8_15";"Adam WilsonGerwin Schalk";"2010";"http://link.springer.com/chapter/10.1007/978-1-84996-272-8_15";"Chapter"
"Nonlinear Dynamical Analysis of Eye Movement Characteristics Using Attractor Plot and First Lyapunov Exponent";"Human-Computer Interaction: Interaction Technologies";"";"";"";"10.1007/978-3-319-20916-6_8";"Atsuo MurataTomoya Matsuura";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-20916-6_8";"Chapter"
"The Error Prevention Mechanisms of Pointing: Eye Focusing and/or Memory Enhancing?";"HCI International 2013 - Posters’ Extended Abstracts";"";"";"";"10.1007/978-3-642-39473-7_86";"Takayuki MasudaMasayoshi ShigemoriYasuhiro KitamuraNaohiro Akiu";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39473-7_86";"Chapter"
"Using Color Guidance to Improve on Usability in Interactive Environments";"HCI International 2014 - Posters’ Extended Abstracts";"";"";"";"10.1007/978-3-319-07857-1_1";"Michael BrandseKiyoshi Tomimatsu";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-07857-1_1";"Chapter"
"Changes in Perception of Induced Motion Based on Voluntary Eye Movements in an Attentional Task";"Digital Human Modeling: Applications in Health, Safety, Ergonomics and Risk Management";"";"";"";"10.1007/978-3-319-40247-5_54";"Akihisa HosoyaHiroto InoueNobuji Tetsutani";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40247-5_54";"Chapter"
"Assessing hands-free interactions for VR using eye gaze and electromyography";"Virtual Reality";"";"23";"2";"10.1007/s10055-018-0371-2";"Yun Suen PaiTilman DinglerKai Kunze";"2019";"http://link.springer.com/article/10.1007/s10055-018-0371-2";"Article"
"Eye-Tracking Study of User Behavior in Recommender Interfaces";"User Modeling, Adaptation, and Personalization";"";"";"";"10.1007/978-3-642-13470-8_35";"Li ChenPearl Pu";"2010";"http://link.springer.com/chapter/10.1007/978-3-642-13470-8_35";"Chapter"
"Read-Aid - An Assistive Reading Tool for Children with Dyslexia";"Universal Access in Human-Computer Interaction. Applications and Services for Quality of Life";"";"";"";"10.1007/978-3-642-39194-1_35";"Suvarna RekhaSai GollapudiHarini SampathBipin Indurkhya";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39194-1_35";"Chapter"
"Are Pedagogical Agents’ External Regulation Effective in Fostering Learning with Intelligent Tutoring Systems?";"Intelligent Tutoring Systems";"";"";"";"10.1007/978-3-319-39583-8_19";"Roger AzevedoSeth A. MartinMichelle TaubNicholas V. MudrickGarrett C. MillarJoseph F. Grafsgaard";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-39583-8_19";"Chapter"
"A Model of Perceptual Task Effort for Bar Charts and its Role in Recognizing Intention";"User Modeling and User-Adapted Interaction";"";"16";"1";"10.1007/s11257-006-9002-9";"Stephanie ElzerNancy GreenSandra CarberryJames Hoffman";"2006";"http://link.springer.com/article/10.1007/s11257-006-9002-9";"Article"
"Saliency-based framework for facial expression recognition";"Frontiers of Computer Science";"";"13";"1";"10.1007/s11704-017-6114-9";"Rizwan Ahmed KhanAlexandre MeyerHubert KonikSaida Bouakaz";"2019";"http://link.springer.com/article/10.1007/s11704-017-6114-9";"Article"
"GDI as an Alternative Guiding Interaction Style for Occasional Users";"Human-Computer Interaction – INTERACT 2019";"";"";"";"10.1007/978-3-030-29390-1_5";"Antonio L. CarrilloJuan A. Falgueras";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-29390-1_5";"Chapter"
"Recursive Function Definition for Types with Binders";"Theorem Proving in Higher Order Logics";"";"";"";"10.1007/978-3-540-30142-4_18";"Michael Norrish";"2004";"http://link.springer.com/chapter/10.1007/978-3-540-30142-4_18";"Chapter"
"Multi-modal indicators for estimating perceived cognitive load in post-editing of machine translation";"Machine Translation";"";"33";"1 - 2";"10.1007/s10590-019-09227-8";"Nico HerbigSantanu PalMihaela VelaAntonio KrügerJosef van Genabith";"2019";"http://link.springer.com/article/10.1007/s10590-019-09227-8";"Article"
"Comparitive study on photometric normalization algorithms for an innovative, robust and real-time eye gaze tracker";"Journal of Real-Time Image Processing";"";"8";"1";"10.1007/s11554-011-0217-6";"Antonino ArmatoAntonio LanatàEnzo Pasquale Scilingo";"2013";"http://link.springer.com/article/10.1007/s11554-011-0217-6";"Article"
"Approaching Manual Intelligence";"KI - Künstliche Intelligenz";"";"24";"4";"10.1007/s13218-010-0064-9";"Jonathan MaycockDaniel DornbuschChristof ElbrechterRobert HaschkeThomas SchackHelge Ritter";"2010";"http://link.springer.com/article/10.1007/s13218-010-0064-9";"Article"
"Multimodal Human Computer Interaction: A Survey";"Computer Vision in Human-Computer Interaction";"";"";"";"10.1007/11573425_1";"Alejandro JaimesNicu Sebe";"2005";"http://link.springer.com/chapter/10.1007/11573425_1";"Chapter"
"Developing and evaluating a BCI video game for neurofeedback training: the case of autism";"Multimedia Tools and Applications";"";"78";"10";"10.1007/s11042-018-6916-2";"Jose MercadoIsmael Espinosa-CurielLizbeth EscobedoMonica Tentori";"2019";"http://link.springer.com/article/10.1007/s11042-018-6916-2";"Article"
"Commentary on: “Toward Computer-Based Support of MetaCognitive Skills: a Computational Framework to Coach Self Explanation”";"International Journal of Artificial Intelligence in Education";"";"26";"1";"10.1007/s40593-015-0074-8";"Cristina Conati";"2016";"http://link.springer.com/article/10.1007/s40593-015-0074-8";"Article"
"The Cognitively Supporting Behavior of AmI Systems: Context Awareness, Explicit Natural (Touchless) Interaction, Affective Factors and Aesthetics, and Presence";"The Human Face of Ambient Intelligence";"";"";"";"10.2991/978-94-6239-130-7_9";"Simon Elias Bibri";"2015";"http://link.springer.com/chapter/10.2991/978-94-6239-130-7_9";"Chapter"
"The Design of Immersion Acrophobia Adjuvant Therapy System (IAATS)";"Digital TV and Multimedia Communication";"";"";"";"10.1007/978-981-13-8138-6_38";"Qisong FuHaixia HouDongmei JiangZhi Liu";"2019";"http://link.springer.com/chapter/10.1007/978-981-13-8138-6_38";"Chapter"
"Screen or Tabletop: An Eye-Tracking Study of the Effect of Representation Location in a Tangible User Interface System";"Design for Teaching and Learning in a Networked World";"";"";"";"10.1007/978-3-319-24258-3_42";"Mina Shirvani BoroujeniSébastien CuendetLorenzo LucignanoBeat Adrian SchwendimannPierre Dillenbourg";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24258-3_42";"Chapter"
"Metacognitive Experience Modeling Using Eye-Tracking";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-93846-2_94";"Chou Ching-En";"2018";"http://link.springer.com/chapter/10.1007/978-3-319-93846-2_94";"Chapter"
"Search Results Pages and Competition for Attention Theory: An Exploratory Eye-Tracking Study";"Human Interface and the Management of Information. Information and Interaction Design";"";"";"";"10.1007/978-3-642-39209-2_64";"Soussan DjamasbiAdrienne Hall-PhillipsRuijiao (Rachel) Yang";"2013";"http://link.springer.com/chapter/10.1007/978-3-642-39209-2_64";"Chapter"
"Spatial Conformity Research of Temporal Order Information Presentation in Visualization Design";"Human Interface and the Management of Information: Information, Design and Interaction";"";"";"";"10.1007/978-3-319-40349-6_10";"Xiaozhou ZhouChengqi XueLei ZhouJiang ShaoZhangfan Shen";"2016";"http://link.springer.com/chapter/10.1007/978-3-319-40349-6_10";"Chapter"
"Eye Movement Patterns in Solving Scientific Graph Problems";"Diagrammatic Representation and Inference";"";"";"";"10.1007/978-3-642-31223-6_46";"Miao-Hsuan YenChieh-Ning LeeYu-Chun Yang";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-31223-6_46";"Chapter"
"Fast and robust ellipse detection algorithm for head-mounted eye tracking systems";"Machine Vision and Applications";"";"29";"5";"10.1007/s00138-018-0940-0";"Ion MartinikorenaRafael CabezaArantxa VillanuevaIñaki UrtasunAndoni Larumbe";"2018";"http://link.springer.com/article/10.1007/s00138-018-0940-0";"Article"
"Editorial for EAIT issue 1, 2019";"Education and Information Technologies";"";"24";"1";"10.1007/s10639-018-09856-1";"Arthur Tatnall";"2019";"http://link.springer.com/article/10.1007/s10639-018-09856-1";"Article"
"Conclusion";"Integrating Business Process Models and Rules";"";"";"";"10.1007/978-3-030-11809-9_8";"Wei Wang";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-11809-9_8";"Chapter"
"A Proposal for the Selection of Eye-Tracking Metrics for the Implementation of Adaptive Gameplay in Virtual Reality Based Games";"Virtual, Augmented and Mixed Reality";"";"";"";"10.1007/978-3-319-57987-0_30";"Jose L. Soler-DominguezJorge D. CambaManuel ConteroMariano Alcañiz";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-57987-0_30";"Chapter"
"EEG-based BCI and video games: a progress report";"Virtual Reality";"";"22";"2";"10.1007/s10055-017-0328-x";"Bojan KerousFilip SkolaFotis Liarokapis";"2018";"http://link.springer.com/article/10.1007/s10055-017-0328-x";"Article"
"Studying Teacher Orchestration Load in Technology-Enhanced Classrooms";"Design for Teaching and Learning in a Networked World";"";"";"";"10.1007/978-3-319-24258-3_20";"Luis P. PrietoKshitij SharmaPierre Dillenbourg";"2015";"http://link.springer.com/chapter/10.1007/978-3-319-24258-3_20";"Chapter"
"A Computational Approach for Prediction of Problem-Solving Behavior Using Support Vector Machines and Eye-Tracking Data";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_7";"Roman BednarikShahram EivaziHana Vrzakova";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_7";"Chapter"
"The Impact of Student Individual Differences and Visual Attention to Pedagogical Agents During Learning with MetaTutor";"Artificial Intelligence in Education";"";"";"";"10.1007/978-3-319-61425-0_13";"Sébastien LalléMichelle TaubNicholas V. MudrickCristina ConatiRoger Azevedo";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-61425-0_13";"Chapter"
"An Engineering Approach to Conversational Informatics";"New Frontiers in Artificial Intelligence";"";"";"";"10.1007/978-3-642-32090-3_21";"Toyoaki Nishida";"2012";"http://link.springer.com/chapter/10.1007/978-3-642-32090-3_21";"Chapter"
"REGARD: Remote Gaze-Aware Reference Detector";"Eye Gaze in Intelligent User Interfaces";"";"";"";"10.1007/978-1-4471-4784-8_5";"Marc-Antoine NüssliPatrick JermannMirweis SanginPierre Dillenbourg";"2013";"http://link.springer.com/chapter/10.1007/978-1-4471-4784-8_5";"Chapter"
"Hardness Prediction for Object Detection Inspired by Human Vision";"Image and Graphics";"";"";"";"10.1007/978-3-319-71589-6_13";"Yuwei QiuHuimin MaLei Gao";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-71589-6_13";"Chapter"
"The Brain Computer Interface: Barriers to Becoming Pervasive";"Pervasive Health";"";"";"";"10.1007/978-1-4471-6413-5_5";"G. LightbodyL. GalwayP. McCullagh";"2014";"http://link.springer.com/chapter/10.1007/978-1-4471-6413-5_5";"Chapter"
"Web page attentional priority model";"Cognition, Technology & Work";"";"19";"2 - 3";"10.1007/s10111-017-0411-9";"Jeremiah D. Still";"2017";"http://link.springer.com/article/10.1007/s10111-017-0411-9";"Article"
"Discovering Correspondences between Fingerprints Based on the Temporal Dynamics of Eye Movements from Experts";"Computational Forensics";"";"";"";"10.1007/978-3-642-19376-7_14";"Chen YuThomas BuseyJohn Vanderkolk";"2011";"http://link.springer.com/chapter/10.1007/978-3-642-19376-7_14";"Chapter"
"EmoSnaps: a mobile application for emotion recall from facial expressions";"Personal and Ubiquitous Computing";"";"19";"2";"10.1007/s00779-014-0777-0";"Evangelos NiforatosEvangelos Karapanos";"2015";"http://link.springer.com/article/10.1007/s00779-014-0777-0";"Article"
"AcouMotion – An Interactive Sonification System for Acoustic Motion Control";"Gesture in Human-Computer Interaction and Simulation";"";"";"";"10.1007/11678816_35";"Thomas HermannOliver HönerHelge Ritter";"2006";"http://link.springer.com/chapter/10.1007/11678816_35";"Chapter"
"Introduction";"Multimedia";"";"";"";"10.1007/978-3-642-77331-0_1";"Lars Kjelldahl";"1992";"http://link.springer.com/chapter/10.1007/978-3-642-77331-0_1";"Chapter"
"Validation of a Physiological Approach to Measure Cognitive Workload: CAPT PICARD";"Human Mental Workload: Models and Applications";"";"";"";"10.1007/978-3-030-32423-0_5";"Bethany BrackenCalvin LeatherE. Vincent Cross IIJerri StephensonMaya GreeneJeff LancasterBrandin MunsonKritina Holden";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-32423-0_5";"Chapter"
"Case-Based Prediction of Teen Driver Behavior and Skill";"Case-Based Reasoning Research and Development";"";"";"";"10.1007/978-3-319-11209-1_27";"Santiago OntañónYi-Ching LeeSam SnodgrassDana BonfiglioFlaura K. WinstonCatherine McDonaldAvelino J. Gonzalez";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-11209-1_27";"Chapter"
"Human Implicit Intent Discrimination Using EEG and Eye Movement";"Neural Information Processing";"";"";"";"10.1007/978-3-319-12637-1_2";"Ukeob ParkRammohan MallipeddiMinho Lee";"2014";"http://link.springer.com/chapter/10.1007/978-3-319-12637-1_2";"Chapter"
"Towards incorporating personality into the design of an interface: a method for facilitating users’ interaction with the display";"User Modeling and User-Adapted Interaction";"";"28";"1";"10.1007/s11257-018-9201-1";"Samer Muthana SarsamHosam Al-Samarraie";"2018";"http://link.springer.com/article/10.1007/s11257-018-9201-1";"Article"
"MINIMA Project: Detecting and Mitigating the Negative Impact of Automation";"Engineering Psychology and Cognitive Ergonomics: Performance, Emotion and Situation Awareness";"";"";"";"10.1007/978-3-319-58472-0_8";"Bruno BerberianOliver OhneiserFrancesca De CrescenzioFabio BabiloniGianluca Di FlumeriAndreas Hasselberg";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-58472-0_8";"Chapter"
"Assessment of Attentional and Mnesic Processes Through Gaze Tracking Analysis: Inferences from Comparative Search Tasks Embedded in VR Serious Games";"ICTs for Improving Patients Rehabilitation Research Techniques";"";"";"";"10.1007/978-3-319-69694-2_3";"Pedro J. RosaDiogo MoraisJorge OliveiraPedro GamitoOlivia SmythMatthew Pavlovic";"2017";"http://link.springer.com/chapter/10.1007/978-3-319-69694-2_3";"Chapter"
"Computer Science in Paintings or Drawings";"A Computational Approach to Digital Chinese Painting and Calligraphy";"";"";"";"10.1007/978-3-540-88148-3_2";"";"2009";"http://link.springer.com/chapter/10.1007/978-3-540-88148-3_2";"Chapter"
"Adaptation in the Context of Explanatory Visualization";"Times of Convergence. Technologies Across Learning Contexts";"";"";"";"10.1007/978-3-540-87605-2_28";"Tomasz D. LobodaPeter Brusilovsky";"2008";"http://link.springer.com/chapter/10.1007/978-3-540-87605-2_28";"Chapter"
"Cognitive Load Levels While Learning with or Without a Pedagogical Agent";"Learning and Collaboration Technologies. Designing Learning Experiences";"";"";"";"10.1007/978-3-030-21814-0_20";"Madlen Müller-WuttkeNicholas H. Müller";"2019";"http://link.springer.com/chapter/10.1007/978-3-030-21814-0_20";"Chapter"
"Mechanization of Confabulation";"Confabulation Theory";"";"";"";"10.1007/978-3-540-49605-2_7";"";"2007";"http://link.springer.com/chapter/10.1007/978-3-540-49605-2_7";"Chapter"
