Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The Processing of Non-canonically Ordered Constituents in Long Distance Dependencies by Pre-school Children: a Real-time Investigation","Journal of Psycholinguistic Research","","36","3","10.1007/s10936-006-9040-9","Tracy E. Love","2007","http://link.springer.com/article/10.1007/s10936-006-9040-9","Article"
"Clinical Workflow: The Past, Present, and Future","Cognitive Informatics","","","","10.1007/978-3-030-16916-9_19","Kai ZhengJohanna WestbrookThomas G. KannampallilVimla L. Patel","2019","http://link.springer.com/chapter/10.1007/978-3-030-16916-9_19","Chapter"
"Methods for Evaluating Medical Tests and Biomarkers","Diagnostic and Prognostic Research","","1","1","10.1186/s41512-016-0001-y","Gowri GopalakrishnaMiranda LangendamRob ScholtenPatrick BossuytMariska LeeflangAnna Noel-StorrJames ThomasIain MarshallByron WallacePenny WhitingClare DavenportMariska LeeflangGowri GopalaKrishnaIsabel de SalisSue MallettRobert Wolff","2017","http://link.springer.com/article/10.1186/s41512-016-0001-y","Article"
"Fixations in the visual world paradigm: where, when, why?","Journal of Cultural Cognitive Science","","3","2","10.1007/s41809-019-00035-3","James S. Magnuson","2019","http://link.springer.com/article/10.1007/s41809-019-00035-3","Article"
"Media Effects on Positive and Negative Learning","Positive Learning in the Age of Information","","","","10.1007/978-3-658-19567-0_11","Marcus MaurerOliver QuiringChristian Schemer","2018","http://link.springer.com/chapter/10.1007/978-3-658-19567-0_11","Chapter"
"Using experiential optimization to build lexical representations","Psychonomic Bulletin & Review","","26","1","10.3758/s13423-018-1501-2","Brendan T. JohnsMichael N. JonesD. J. K. Mewhort","2019","http://link.springer.com/article/10.3758/s13423-018-1501-2","Article"
"The 47th ESPN Congress in Porto, Portugal, September 18-20, 2014","Pediatric Nephrology","","29","9","10.1007/s00467-014-2904-6","","2014","http://link.springer.com/article/10.1007/s00467-014-2904-6","Article"
"A Note to My Doctor: Lessons from Fifty Years of Distracted Driving Research","Distracted Doctoring","","","","10.1007/978-3-319-48707-6_5","Paul Atchley PhD","2017","http://link.springer.com/chapter/10.1007/978-3-319-48707-6_5","Chapter"
"An Attention-Based Approach to Content-Based Image Retrieval","BT Technology Journal","","22","3","10.1023/B:BTTJ.0000047129.83260.79","A BamideleF W M StentifordJ Morphett","2004","http://link.springer.com/article/10.1023/B%3ABTTJ.0000047129.83260.79","Article"
"Scientometric analysis of scientific publications in CSCW","Scientometrics","","114","1","10.1007/s11192-017-2562-0","António CorreiaHugo ParedesBenjamim Fonseca","2018","http://link.springer.com/article/10.1007/s11192-017-2562-0","Article"
"Fine-Grained Assessment of Motivation over Long Periods of Learning with an Intelligent Tutoring System: Methodology, Advantages, and Preliminary Results","International Handbook of Metacognition and Learning Technologies","","","","10.1007/978-1-4419-5546-3_41","Matthew L. BernackiTimothy J. Nokes-MalachVincent Aleven","2013","http://link.springer.com/chapter/10.1007/978-1-4419-5546-3_41","Chapter"
"Note-taking within MetaTutor: interactions between an intelligent tutoring system and prior knowledge on note-taking and learning","Educational Technology Research and Development","","62","5","10.1007/s11423-014-9343-8","Gregory TrevorsMelissa DuffyRoger Azevedo","2014","http://link.springer.com/article/10.1007/s11423-014-9343-8","Article"
"Review of Perception-Based Definitions of Salience","The Salience of Marketing Stimuli","","","","10.1007/978-1-4615-1621-7_2","Gianluigi Guido Ph.D.","2001","http://link.springer.com/chapter/10.1007/978-1-4615-1621-7_2","Chapter"
"Human Factors in Product Development and Design","Advances in Production Technology","","","","10.1007/978-3-319-12304-2_15","Robert SchmittBjörn FalkSebastian StillerVerena Heinrichs","2015","http://link.springer.com/chapter/10.1007/978-3-319-12304-2_15","Chapter"
"Four Ways of Considering Emotion in Cognitive Load Theory","Educational Psychology Review","","31","2","10.1007/s10648-019-09473-5","Jan L. PlassSlava Kalyuga","2019","http://link.springer.com/article/10.1007/s10648-019-09473-5","Article"
"A synthetic research on the multimedia data encryption based mobile computing security enhancement model and multi-channel mobile human computer interaction framework","Multimedia Tools and Applications","","76","16","10.1007/s11042-016-3662-1","Jun Li","2017","http://link.springer.com/article/10.1007/s11042-016-3662-1","Article"
"Identifying cross-domain distinguishing features of cognitive structure","Educational Technology Research and Development","","59","6","10.1007/s11423-011-9207-4","Dirk Ifenthaler","2011","http://link.springer.com/article/10.1007/s11423-011-9207-4","Article"
"Affordances for Capturing and Re-enacting Expert Performance with Wearables","Data Driven Approaches in Digital Education","","","","10.1007/978-3-319-66610-5_34","Will GuestFridolin WildAlla VovkMikhail FominykhBibeg LimbuRoland KlemkePuneet SharmaJaakko KarjalainenCarl SmithJazz RasoolSoyeb AswatKaj HelinDaniele Di MitriJan Schneider","2017","http://link.springer.com/chapter/10.1007/978-3-319-66610-5_34","Chapter"
"IUID in Practice—Industrial Development","Intercultural User Interface Design","","","","10.1007/978-3-030-17427-9_7","Rüdiger Heimgärtner","2019","http://link.springer.com/chapter/10.1007/978-3-030-17427-9_7","Chapter"
"A Strain Based Model for Adaptive Regulation of Cognitive Assistance Systems—Theoretical Framework and Practical Limitations","Intelligent Human Systems Integration 2019","","","","10.1007/978-3-030-11051-2_2","Dominic BläsingManfred Bornewasser","2019","http://link.springer.com/chapter/10.1007/978-3-030-11051-2_2","Chapter"
"EEG-Based Brain-Computer Interfaces","Neural Interface: Frontiers and Applications","","","","10.1007/978-981-13-2050-7_2","Yijun WangMasaki NakanishiDan Zhang","2019","http://link.springer.com/chapter/10.1007/978-981-13-2050-7_2","Chapter"
"The role of emotion regulation in socially anxious children and adolescents: a systematic review","European Child & Adolescent Psychiatry","","","","10.1007/s00787-019-01359-9","Kristin GolombekLeonie LidleBrunna Tuschen-CaffierJulian SchmitzVerena Vierrath","2019","http://link.springer.com/article/10.1007/s00787-019-01359-9","Article"
"Fundamentals of Agent Perception and Attention Modelling","Emotion-Oriented Systems","","","","10.1007/978-3-642-15184-2_16","Christopher PetersGinvera CastellanoMatthias RehmElisabeth AndréAmaryllis RaouzaiouKostas RapantzikosKostas KarpouzisGaultiero VolpeAntonio CamurriAsimina Vasalou","2011","http://link.springer.com/chapter/10.1007/978-3-642-15184-2_16","Chapter"
"Abstracts 2016","International Journal of Behavioral Medicine","","23","1","10.1007/s12529-016-9586-3","","2016","http://link.springer.com/article/10.1007/s12529-016-9586-3","Article"
"Eye-Hand Coordination Analysis According to Surgical Process in Laparoscopic Surgery Training","Innovation in Medicine and Healthcare 2015","","","","10.1007/978-3-319-23024-5_22","Takafumi MarutaniHiromi T. TanakaNobutaka ShimadaMasaru KomoriYoshimasa KurumiShigehiro Morikawa","2016","http://link.springer.com/chapter/10.1007/978-3-319-23024-5_22","Chapter"
"Towards a Unified Design Theory for Creativity Support Systems","Design Science Research in Information Systems. Advances in Theory and Practice","","","","10.1007/978-3-642-29863-9_13","Matthias VoigtBjörn NiehavesJörg Becker","2012","http://link.springer.com/chapter/10.1007/978-3-642-29863-9_13","Chapter"
"Let’s Open the Decision-Making Umbrella: A Framework for Conceptualizing and Assessing Features of Impaired Decision Making in Addiction","Neuropsychology Review","","29","1","10.1007/s11065-018-9387-3","Lucien RochatPierre MaurageAlexandre HeerenJoël Billieux","2019","http://link.springer.com/article/10.1007/s11065-018-9387-3","Article"
"Datenerhebung","Forschungsmethoden und Evaluation in den Sozial- und Humanwissenschaften","","","","10.1007/978-3-642-41089-5_10","Nicola DöringJürgen Bortz","2016","http://link.springer.com/chapter/10.1007/978-3-642-41089-5_10","Chapter"
"Gaussian process for 6-DoF rigid motions","Autonomous Robots","","42","6","10.1007/s10514-017-9683-4","Muriel LangMartin KleinsteuberSandra Hirche","2018","http://link.springer.com/article/10.1007/s10514-017-9683-4","Article"
"Engineering of Augmented Reality-Based Information Systems","Business & Information Systems Engineering","","61","1","10.1007/s12599-019-00575-6","Lisa BerkemeierBenedikt ZobelSebastian WerningProf. Dr. Ingmar IckerottProf. Dr. Oliver Thomas","2019","http://link.springer.com/article/10.1007/s12599-019-00575-6","Article"
"Action and Language Mechanisms in the Brain: Data, Models and Neuroinformatics","Neuroinformatics","","12","1","10.1007/s12021-013-9210-5","Michael A. ArbibJames J. BonaiutoIna Bornkessel-SchlesewskyDavid KemmererBrian MacWhinneyFinn Årup NielsenErhan Oztop","2014","http://link.springer.com/article/10.1007/s12021-013-9210-5","Article"
"Design and Engineering of Adaptive Software Systems","Engineering Adaptive Software Systems","","","","10.1007/978-981-13-2185-6_1","Soichiro HidakaZhenjiang HuMarin LitoiuLin LiuPatrick MartinXin PengGuiling WangYijun Yu","2019","http://link.springer.com/chapter/10.1007/978-981-13-2185-6_1","Chapter"
"Cognitive Load Theory and Human Movement: Towards an Integrated Model of Working Memory","Educational Psychology Review","","31","2","10.1007/s10648-019-09461-9","Stoo SeppSteven J. HowardSharon Tindall-FordShirley AgostinhoFred Paas","2019","http://link.springer.com/article/10.1007/s10648-019-09461-9","Article"
"A glimpse on big data analytics in the framework of marketing strategies","Soft Computing","","22","1","10.1007/s00500-017-2536-4","Pietro DucangeRiccardo PecoriPaolo Mezzina","2018","http://link.springer.com/article/10.1007/s00500-017-2536-4","Article"
"New Perspectives on Game-Based Assessment with Process Data and Physiological Signals","Game-Based Assessment Revisited","","","","10.1007/978-3-030-15569-8_8","Steve NebelManuel Ninaus","2019","http://link.springer.com/chapter/10.1007/978-3-030-15569-8_8","Chapter"
"Comparing the Mullen Scales of Early Learning and the Preschool Language Scale—Fifth Edition for Young Children with Autism Spectrum Disorder","Advances in Neurodevelopmental Disorders","","3","1","10.1007/s41252-018-0084-2","Emma RileyJessica PaynterLinda Gilmore","2019","http://link.springer.com/article/10.1007/s41252-018-0084-2","Article"
"Affective Technology for Older Adults: Does Fun Technology Affect Older Adults and Change Their Lives?","Universal Access in Human-Computer Interaction. Users Diversity","","","","10.1007/978-3-642-21663-3_15","Ryoko Fukuda","2011","http://link.springer.com/chapter/10.1007/978-3-642-21663-3_15","Chapter"
"The time course of online trajectory corrections in memory-guided saccades","Experimental Brain Research","","212","3","10.1007/s00221-011-2752-6","Brian A. RichardsonAnusha RatneswaranJames LyonsRamesh Balasubramaniam","2011","http://link.springer.com/article/10.1007/s00221-011-2752-6","Article"
"Fragile knowledge and conflicting evidence: what effects do contiguity and personal characteristics of museum visitors have on their processing depth?","European Journal of Psychology of Education","","29","2","10.1007/s10212-013-0195-0","Rahel GrüningerInga SpechtDoris LewalterWolfgang Schnotz","2014","http://link.springer.com/article/10.1007/s10212-013-0195-0","Article"
"Chance Discovery as Value Sensing for Innovation","Innovators' Marketplace","","","","10.1007/978-3-642-25480-2_2","Yukio OhsawaYoko Nishihara","2012","http://link.springer.com/chapter/10.1007/978-3-642-25480-2_2","Chapter"
"Utilizing wearable computing in industrial service applications","Journal of Ambient Intelligence and Humanized Computing","","5","4","10.1007/s12652-012-0114-2","Markus AleksyMikko J. Rissanen","2014","http://link.springer.com/article/10.1007/s12652-012-0114-2","Article"
"Overcoming Communication Barriers","Building Corporate IQ – Moving the Energy Business from Smart to Genius","","","","10.1007/978-0-85729-679-5_12","Ruud Weijermars","2012","http://link.springer.com/chapter/10.1007/978-0-85729-679-5_12","Chapter"
"Capturing Expressive and Indicative Qualities of Conducting Gesture: An Application of Temporal Expectancy Models","Computer Music Modeling and Retrieval. Sense of Sounds","","","","10.1007/978-3-540-85035-9_3","Dilip SwaminathanHarvey ThornburgTodd IngallsStjepan RajkoJodi JamesEllen CampanaKathleya AfanadorRandal Leistikow","2008","http://link.springer.com/chapter/10.1007/978-3-540-85035-9_3","Chapter"
"Assessment of Automatically Activated Approach–Avoidance Biases Across Appetitive Substances","Current Addiction Reports","","6","3","10.1007/s40429-019-00254-2","Naomi KakoschkeLucy AlbertellaRico S. C. LeeReinout W. Wiers","2019","http://link.springer.com/article/10.1007/s40429-019-00254-2","Article"
"Descriptive theory of awareness for groupware development","Journal of Ambient Intelligence and Humanized Computing","","10","12","10.1007/s12652-018-1165-9","César A. CollazosFrancisco L. GutiérrezJesús GallardoManuel OrtegaHabib M. FardounAna Isabel Molina","2019","http://link.springer.com/article/10.1007/s12652-018-1165-9","Article"
"Issues in dealing with sequential and temporal characteristics of self- and socially-regulated learning","Metacognition and Learning","","9","2","10.1007/s11409-014-9123-1","Roger Azevedo","2014","http://link.springer.com/article/10.1007/s11409-014-9123-1","Article"
"Understanding Context with ContextViewer – Tool for Visualization and Initial Preprocessing of Mobile Sensors Data","Modeling and Using Context","","","","10.1007/978-3-319-25591-0_6","Szymon BobekSebastian DziadzioPaweł JaciówMateusz ŚlażyńskiGrzegorz J. Nalepa","2015","http://link.springer.com/chapter/10.1007/978-3-319-25591-0_6","Chapter"
"The Control of Eye Movements in Reading (Tutorial Paper)","Processing of Visible Language","","","","10.1007/978-1-4684-0994-9_1","Ariane Levy-SchoenKevin O’Regan","1979","http://link.springer.com/chapter/10.1007/978-1-4684-0994-9_1","Chapter"
"User Behavior Patterns: Gathering, Analysis, Simulation and Prediction","Human Centered Design","","","","10.1007/978-3-642-02806-9_37","Lucas Stephane","2009","http://link.springer.com/chapter/10.1007/978-3-642-02806-9_37","Chapter"
"Eye-movement assessment of the time course in facial expression recognition: Neurophysiological implications","Cognitive, Affective, & Behavioral Neuroscience","","9","4","10.3758/CABN.9.4.398","Manuel G. CalvoLauri Nummenmaa","2009","http://link.springer.com/article/10.3758/CABN.9.4.398","Article"
"An eye movement study of insight problem solving","Memory & Cognition","","29","7","10.3758/BF03195762","Günther KnoblichStellan OhlssonGary E. Raney","2001","http://link.springer.com/article/10.3758/BF03195762","Article"
"Understanding Spatial Point Patterns Through Intensity and Conditional Intensities","Stochastic Geometry","","","","10.1007/978-3-030-13547-8_2","Jean-François CoeurjollyFrédéric Lavancier","2019","http://link.springer.com/chapter/10.1007/978-3-030-13547-8_2","Chapter"
"Reanalysis Aspects of Movements","Reanalysis in Sentence Processing","","","","10.1007/978-94-015-9070-9_2","Marica De Vincenzi","1998","http://link.springer.com/chapter/10.1007/978-94-015-9070-9_2","Chapter"
"Parallel word processing in the flanker paradigm has a rightward bias","Attention, Perception, & Psychophysics","","80","6","10.3758/s13414-018-1547-2","Joshua SnellJonathan Grainger","2018","http://link.springer.com/article/10.3758/s13414-018-1547-2","Article"
"Mining Developers’ Workflows from IDE Usage","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-319-92898-2_14","Constantina IoannouAndrea BurattinBarbara Weber","2018","http://link.springer.com/chapter/10.1007/978-3-319-92898-2_14","Chapter"
"A Comparison of cVEP-Based BCI-Performance Between Different Age Groups","Advances in Computational Intelligence","","","","10.1007/978-3-030-20521-8_33","Felix GemblerPiotr StawickiAya RezeikaIvan Volosyak","2019","http://link.springer.com/chapter/10.1007/978-3-030-20521-8_33","Chapter"
"Dynamic Diagrams: A Composition Alternative","Diagrammatic Representation and Inference","","","","10.1007/978-3-642-31223-6_24","Richard LoweJean-Michel Boucheix","2012","http://link.springer.com/chapter/10.1007/978-3-642-31223-6_24","Chapter"
"The BCD of response time analysis in experimental economics","Experimental Economics","","21","2","10.1007/s10683-017-9528-1","Leonidas SpiliopoulosAndreas Ortmann","2018","http://link.springer.com/article/10.1007/s10683-017-9528-1","Article"
"Epilogue: Continuous improvement","Making Quality Happen","","","","10.1007/978-1-4613-0445-6_12","Roderick M. McNealy","1993","http://link.springer.com/chapter/10.1007/978-1-4613-0445-6_12","Chapter"
"The Future of Marketing Modeling","Advanced Methods for Modeling Markets","","","","10.1007/978-3-319-53469-5_20","Koen H. PauwelsPeter S. H. LeeflangTammo H. A. BijmoltJaap E. Wieringa","2017","http://link.springer.com/chapter/10.1007/978-3-319-53469-5_20","Chapter"
"The Case for Computational Health Science","Journal of Healthcare Informatics Research","","2","1 - 2","10.1007/s41666-018-0024-y","M. BarnesC. HansonC. Giraud-Carrier","2018","http://link.springer.com/article/10.1007/s41666-018-0024-y","Article"
"Poster Presentations","The Journal of Physiological Sciences","","64","1","10.1007/BF03405837","","2014","http://link.springer.com/article/10.1007/BF03405837","Article"
"Fear of Crime, Disorder, and Quality of Life","Geographies of Behavioural Health, Crime, and Disorder","","","","10.1007/978-3-030-33467-3_7","Michael ChatawayAlexandra Bourke","2020","http://link.springer.com/chapter/10.1007/978-3-030-33467-3_7","Chapter"
"Exploring the neurocognitive basis of episodic recollection in autism","Psychonomic Bulletin & Review","","26","1","10.3758/s13423-018-1504-z","Rose A. CooperJon S. Simons","2019","http://link.springer.com/article/10.3758/s13423-018-1504-z","Article"
"Pharmacokinetic and Pharmacodynamic Drug Interactions with Ethanol (Alcohol)","Clinical Pharmacokinetics","","53","12","10.1007/s40262-014-0190-x","Lingtak-Neander ChanGail D. Anderson","2014","http://link.springer.com/article/10.1007/s40262-014-0190-x","Article"
"VIAL: a unified process for visual interactive labeling","The Visual Computer","","34","9","10.1007/s00371-018-1500-3","Jürgen BernardMatthias ZeppelzauerMichael SedlmairWolfgang Aigner","2018","http://link.springer.com/article/10.1007/s00371-018-1500-3","Article"
"Second Language Learners’ Processing of Idiomatic Expressions: Does Compositionality Matter?","Psycholinguistic and Sociolinguistic Perspectives on Second Language Learning and Teaching","","","","10.1007/978-3-642-23547-4_7","Anna B. Cieślicka","2013","http://link.springer.com/chapter/10.1007/978-3-642-23547-4_7","Chapter"
"Engagement in Digital Games","Why Engagement Matters","","","","10.1007/978-3-319-27446-1_4","Paul Cairns","2016","http://link.springer.com/chapter/10.1007/978-3-319-27446-1_4","Chapter"
"Theoretical Aspects of Biofeedback","Biofeedback and the Modification of Behavior","","","","10.1007/978-1-4684-3554-2_7","Aubrey J. Yates","1980","http://link.springer.com/chapter/10.1007/978-1-4684-3554-2_7","Chapter"
"Investigating the Effects of Distance and Number Interference in Processing Subject-Verb Dependencies: An ERP Study","Journal of Psycholinguistic Research","","31","2","10.1023/A:1014978917769","Edith Kaan","2002","http://link.springer.com/article/10.1023/A%3A1014978917769","Article"
"Understanding and Applying the Concept of “Driver Availability” in Automated Driving","Advances in Human Aspects of Transportation","","","","10.1007/978-3-319-60441-1_58","Claus MarbergerHolger MielenzFrederik NaujoksJonas RadlmayrKlaus BenglerBernhard Wandtner","2018","http://link.springer.com/chapter/10.1007/978-3-319-60441-1_58","Chapter"
"The Role of Working Memory in Multimedia Instruction: Is Working Memory Working During Learning from Text and Pictures?","Educational Psychology Review","","23","3","10.1007/s10648-011-9168-5","Anne SchülerKatharina ScheiterErlijn van Genuchten","2011","http://link.springer.com/article/10.1007/s10648-011-9168-5","Article"
"Identifying and explicating knowledge on method transfer: a sectoral system of innovation approach","Universal Access in the Information Society","","14","2","10.1007/s10209-013-0340-1","Ebba Thora Hvannberg","2015","http://link.springer.com/article/10.1007/s10209-013-0340-1","Article"
"5th European Conference on Schizophrenia Research: bridging gaps—improving outcomes","European Archives of Psychiatry and Clinical Neuroscience","","265","1","10.1007/s00406-015-0627-8","","2015","http://link.springer.com/article/10.1007/s00406-015-0627-8","Article"
"Collaboration modality, cognitive load, and science inquiry learning in virtual inquiry environments","Educational Technology Research and Development","","58","6","10.1007/s11423-010-9152-7","Benjamin E. ErlandsonBrian C. NelsonWilhelmina C. Savenye","2010","http://link.springer.com/article/10.1007/s11423-010-9152-7","Article"
"A psycholinguistic model of natural language parsing implemented in simulated neurons","Cognitive Neurodynamics","","3","4","10.1007/s11571-009-9080-6","Christian R. Huyck","2009","http://link.springer.com/article/10.1007/s11571-009-9080-6","Article"
"Lexical complexity and fixation times in reading: Effects of word frequency, verb complexity, and lexical ambiguity","Memory & Cognition","","14","3","10.3758/BF03197692","Keith RaynerSusan A. Duffy","1986","http://link.springer.com/article/10.3758/BF03197692","Article"
"Ageism and Neuropsychological Tests","Contemporary Perspectives on Ageism","","","","10.1007/978-3-319-73820-8_17","Boaz M. Ben-DavidGali MalkinHadas Erel","2018","http://link.springer.com/chapter/10.1007/978-3-319-73820-8_17","Chapter"
"Autism and Asperger’s Syndrome: A Cognitive Neuroscience Perspective","Handbook of Medical Neuropsychology","","","","10.1007/978-1-4419-1364-7_10","Jeanne TownsendMarissa Westerfield","2010","http://link.springer.com/chapter/10.1007/978-1-4419-1364-7_10","Chapter"
"Response Time Data as Validity Evidence: Has It Lived Up To Its Promise and, If Not, What Would It Take to Do So","Understanding and Investigating Response Processes in Validation Research","","","","10.1007/978-3-319-56129-5_9","Zhi LiJayanti BanerjeeBruno D. Zumbo","2017","http://link.springer.com/chapter/10.1007/978-3-319-56129-5_9","Chapter"
"A Systematic Success Factor Analysis in the Context of Enterprise 2.0: Results of an Exploratory Analysis Comprising Digital Immigrants and Digital Natives","E-Commerce and Web Technologies","","","","10.1007/978-3-642-32273-0_14","Dietmar NedbalAndreas AuingerAlexander HochmeierAndreas Holzinger","2012","http://link.springer.com/chapter/10.1007/978-3-642-32273-0_14","Chapter"
"Selected Abstracts from the National Congress of the Italian Society of Hypertension (SIIA 2010): 2010 September 30–October 3, Rome, Italy","High Blood Pressure & Cardiovascular Prevention","","17","3","10.2165/11311900-000000000-00000","","2010","http://link.springer.com/article/10.2165/11311900-000000000-00000","Article"
"A tutorial on DynaSearch: A Web-based system for collecting process-tracing data in dynamic decision tasks","Behavior Research Methods","","51","6","10.3758/s13428-018-1119-3","Michael K. LindellDonald H. HouseJordan GestringHao-Che Wu","2019","http://link.springer.com/article/10.3758/s13428-018-1119-3","Article"
"SEQUENCE: a remote control technique to select objects by matching their rhythm","Personal and Ubiquitous Computing","","22","4","10.1007/s00779-018-1129-2","Alessio Bellino","2018","http://link.springer.com/article/10.1007/s00779-018-1129-2","Article"
"Content and context in incremental processing: “the ham sandwich” revisited","Philosophical Studies","","168","1","10.1007/s11098-013-0179-6","Petra B. Schumacher","2014","http://link.springer.com/article/10.1007/s11098-013-0179-6","Article"
"Games for Learning","Entertainment Computing and Serious Games","","","","10.1007/978-3-319-46152-6_9","Michaela SlussareffEelco BraadPhilip WilkinsonBjörn Strååt","2016","http://link.springer.com/chapter/10.1007/978-3-319-46152-6_9","Chapter"
"Studying Analysts’ Data Triage Operations in Cyber Defense Situational Analysis","Theory and Models for Cyber Situation Awareness","","","","10.1007/978-3-319-61152-5_6","Chen ZhongJohn YenPeng LiuRob F. ErbacherChristopher GarneauBo Chen","2017","http://link.springer.com/chapter/10.1007/978-3-319-61152-5_6","Chapter"
"Measuring morality in videogames research","Ethics and Information Technology","","","","10.1007/s10676-019-09515-0","Malcolm RyanPaul FormosaStephanie HowarthDan Staines","2019","http://link.springer.com/article/10.1007/s10676-019-09515-0","Article"
"EPSM2015, Engineering and Physical Sciences in Medicine","Australasian Physical & Engineering Sciences in Medicine","","39","1","10.1007/s13246-015-0410-1","","2016","http://link.springer.com/article/10.1007/s13246-015-0410-1","Article"
"A mixed-methods study of physiological reactivity to domain-specific problem solving: methodological perspectives for process-accompanying research in VET","Empirical Research in Vocational Education and Training","","9","1","10.1186/s40461-017-0054-3","Tobias Kärner","2017","http://link.springer.com/article/10.1186/s40461-017-0054-3","Article"
"Correlates of Aggression in Personality Disorders: an Update","Current Psychiatry Reports","","20","8","10.1007/s11920-018-0929-4","Falk ManckeSabine C. HerpertzKatja Bertsch","2018","http://link.springer.com/article/10.1007/s11920-018-0929-4","Article"
"Augmented Reality for Product Validation: Supporting the Configuration of AR-Based Validation Environments","Virtual, Augmented and Mixed Reality. Applications and Case Studies","","","","10.1007/978-3-030-21565-1_29","Albert AlbersJonas ReinemannJoshua FahlTobias Hirschter","2019","http://link.springer.com/chapter/10.1007/978-3-030-21565-1_29","Chapter"
"Diagnostic Competence of Mathematics Teachers: Unpacking a Complex Construct","Diagnostic Competence of Mathematics Teachers","","","","10.1007/978-3-319-66327-2_1","Timo LeudersTobias DörflerJuliane LeudersKathleen Philipp","2018","http://link.springer.com/chapter/10.1007/978-3-319-66327-2_1","Chapter"
"Blur in Human Vision and Increased Visual Realism in Virtual Environments","Advances in Visual Computing","","","","10.1007/978-3-540-76858-6_14","Michael S. BittermannI. Sevil SariyildizÖzer Ciftcioglu","2007","http://link.springer.com/chapter/10.1007/978-3-540-76858-6_14","Chapter"
"Designing Competence Assessment in VET for a Digital Future","Digital Workplace Learning","","","","10.1007/978-3-319-46215-8_5","Julia SangmeisterEsther WintherViola DeutscherSandra BleyChristine KreuzerSusanne Weber","2018","http://link.springer.com/chapter/10.1007/978-3-319-46215-8_5","Chapter"
"Theoretical Perspectives on User Engagement","Why Engagement Matters","","","","10.1007/978-3-319-27446-1_1","Heather O’Brien","2016","http://link.springer.com/chapter/10.1007/978-3-319-27446-1_1","Chapter"
"Towards a Cognitive Natural Language Processing Perspective","Language Production, Cognition, and the Lexicon","","","","10.1007/978-3-319-08043-7_3","Bernadette Sharp","2015","http://link.springer.com/chapter/10.1007/978-3-319-08043-7_3","Chapter"
"User-Centered Design and Evaluation – The Big Picture","Human-Computer Interaction. New Trends","","","","10.1007/978-3-642-02574-7_24","Victoria BellottiShin’ichi FukuzumiToshiyuki AsahiShunsuke Suzuki","2009","http://link.springer.com/chapter/10.1007/978-3-642-02574-7_24","Chapter"
"Effect of Background Music Tempo and Playing Method on Shopping Website Browsing","Intelligent Decision Technologies","","","","10.1007/978-3-642-22194-1_43","Chien-Jung LaiYa-Ling WuMing-Yuan HsiehChang-Yung KungYu-Hua Lin","2011","http://link.springer.com/chapter/10.1007/978-3-642-22194-1_43","Chapter"
"Alterations in Hippocampal Function in Schizophrenia: its Genetic Associations and Systems Implications","Cortical Deficits In Schizophrenia","","","","10.1007/978-0-387-74351-6_8","Subroto GhoseCarol A. Tamminga","2008","http://link.springer.com/chapter/10.1007/978-0-387-74351-6_8","Chapter"
"Eye Fixation and Strategy Analyses of Individual Differences in Cognitive Aptitudes","Cognitive Psychology and Instruction","","","","10.1007/978-1-4684-2535-2_27","Richard E. Snow","1978","http://link.springer.com/chapter/10.1007/978-1-4684-2535-2_27","Chapter"
"Sleep Deprivation and Cognitive Performance","Sleep Deprivation and Disease","","","","10.1007/978-1-4614-9087-6_16","William D. S. KillgoreMareen Weber","2014","http://link.springer.com/chapter/10.1007/978-1-4614-9087-6_16","Chapter"
"Computer mouse tracking reveals motor signatures in a cognitive task of spatial language grounding","Attention, Perception, & Psychophysics","","81","7","10.3758/s13414-019-01847-9","Jonas LinsGregor Schöner","2019","http://link.springer.com/article/10.3758/s13414-019-01847-9","Article"
"Second Language Processing of Korean Floating Numeral Quantifiers","Journal of Psycholinguistic Research","","47","5","10.1007/s10936-018-9581-8","Hyunwoo Kim","2018","http://link.springer.com/article/10.1007/s10936-018-9581-8","Article"
"Rich Agreement in Basque: Evidence for Pre-verbal Structure Building","Processing and Producing Head-final Structures","","","","10.1007/978-90-481-9213-7_1","Leticia Pablos","2011","http://link.springer.com/chapter/10.1007/978-90-481-9213-7_1","Chapter"
"Idioms in sentences: Effects of frequency, literalness, and familiarity","Journal of Psycholinguistic Research","","22","1","10.1007/BF01068157","Brian C. CronkSusan D. LimaWendy A. Schweigert","1993","http://link.springer.com/article/10.1007/BF01068157","Article"
"Abkürzungen","Medizin im Ausland","","","","10.1007/3-540-28850-3_13","","2005","http://link.springer.com/chapter/10.1007/3-540-28850-3_13","Chapter"
"A Conceptual Framework for Supporting Expertise Development with Augmented Reality and Wearable Sensors","Perspectives on Wearable Enhanced Learning (WELL)","","","","10.1007/978-3-319-64301-4_10","Bibeg LimbuMikhail FominykhRoland KlemkeMarcus Specht","2019","http://link.springer.com/chapter/10.1007/978-3-319-64301-4_10","Chapter"
"Design for instrumentation: high quality measurement of formal technical review","Software Quality Journal","","5","1","10.1007/BF02420943","Philip Johnson","1996","http://link.springer.com/article/10.1007/BF02420943","Article"
